S_No,Year,Season,State_UT,District,Block_Taluka,Station_Location,Longitude,Latitude,pH,EC_uS_cm,TDS_mg_L,Cl_mg_L,NO3_mg_L,SO4_mg_L,F_mg_L,Total_Hardness_mg_L,Fe_mg_L,As_ppb,U_ppb,Mn_mg_L,Cu_mg_L,Pb_mg_L,Zn_mg_L,Ni_mg_L,Cd_mg_L,Cr_mg_L,Data_Source,Data_Type
386,2024,Pre-Monsoon,Assam,Goalpara,Dudhnoi,Damra,90.7764,25.9292,7.02,104.0,69.0,21.0,5.0,5.0,0.2,55.0,0.597,0.18,0.12,0.035,0.002,0.001,0.031,,0.0,0.001,CGWB Ground Water Quality Data (2024),REAL_MEASURED
387,2024,Pre-Monsoon,Assam,Goalpara,Dudhnoi,Dudhnoi,90.7817,25.9825,6.98,384.0,254.0,67.0,1.0,1.0,0.0,100.0,0.833,0.14,0.01,0.261,0.001,0.0,0.082,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
388,2024,Pre-Monsoon,Assam,Goalpara,Dudhnoi,Dudhnoi II,90.7758,25.9519,7.08,396.0,261.0,67.0,1.0,1.0,0.13,140.0,0.846,0.11,0.01,0.287,0.002,0.0,0.359,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
389,2024,Pre-Monsoon,Assam,Goalpara,Balijana,Dwarka,90.4953,26.0564,7.35,126.0,83.0,21.0,2.0,2.0,0.23,50.0,0.237,0.38,0.05,0.015,0.002,0.001,0.009,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
390,2024,Pre-Monsoon,Assam,Goalpara,Krishnai,Krishnai New,90.6617,26.0347,7.34,130.0,86.0,25.0,1.0,1.0,0.16,45.0,0.17,0.12,0.02,0.037,0.001,0.001,0.021,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
391,2024,Pre-Monsoon,Assam,Goalpara,Dudhnoi,Pattapara,90.9058,25.9678,7.39,106.0,70.0,28.0,2.0,2.0,0.18,40.0,0.237,0.19,0.05,0.029,0.0,0.0,0.001,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
392,2024,Pre-Monsoon,Assam,Goalpara,Rongjuli,Rongjuli,90.925,25.9672,7.38,105.0,69.0,21.0,1.0,1.0,0.0,45.0,0.27,0.21,0.06,0.03,0.0,0.0,0.003,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
393,2024,Pre-Monsoon,Assam,Goalpara,Krishnai,Salpara,90.7008,26.0128,7.27,118.0,78.0,18.0,2.0,2.0,0.17,45.0,0.177,0.3,0.05,0.016,0.002,0.0,0.004,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
394,2024,Pre-Monsoon,Assam,Goalpara,Rongjuli,Sarapara,90.9525,25.9714,7.41,260.0,171.0,18.0,0.0,0.0,0.71,100.0,5.163,24.11,0.0,0.114,,0.001,0.019,,,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
395,2024,Pre-Monsoon,Assam,Goalpara,Rongjuli,Teuli,90.5136,26.0736,7.85,82.0,54.0,18.0,3.0,3.0,0.14,35.0,0.303,0.22,0.26,0.097,0.001,0.0,0.004,,0.0,0.0,CGWB Ground Water Quality Data (2024),REAL_MEASURED
396,2024,Pre-Monsoon,Assam,Kamrup,Boko,Bamunigaon,91.3244,26.0236,7.68,89.0,59.0,25.0,1.0,1.0,0.15,45.0,0.135,0.23,0.1,0.013,0.001,0.0,0.056,0.0,0.0,0.001,CGWB Ground Water Quality Data (2024),REAL_MEASURED
397,2024,Pre-Monsoon,Assam,Kamrup,Boko,Boko,91.245,25.9833,7.48,160.0,106.0,18.0,2.0,2.0,0.45,65.0,0.256,0.09,0.02,0.078,0.001,0.0,0.028,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
398,2024,Pre-Monsoon,Assam,Kamrup,Chhaygaon,Chhaygaon,91.3597,26.0411,7.48,295.0,194.0,21.0,2.0,2.0,0.18,155.0,0.146,0.05,0.06,0.022,0.023,0.005,0.405,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
399,2024,Pre-Monsoon,Assam,Kamrup,Chhaygaon,Mirza,91.5472,26.0931,7.87,149.0,99.0,25.0,7.0,7.0,0.19,60.0,0.213,0.18,0.13,0.042,0.004,0.002,0.568,0.003,0.0,0.0,CGWB Ground Water Quality Data (2024),REAL_MEASURED
400,2024,Pre-Monsoon,Assam,Kamrup,Rongjuli,Rajapara,91.1133,25.9458,7.97,51.0,34.0,18.0,1.0,1.0,0.13,25.0,0.483,0.36,0.07,0.013,0.005,0.001,0.384,0.001,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
401,2024,Pre-Monsoon,Assam,Kamrup,Rani,Rani,91.5863,26.0412,7.55,179.0,118.0,25.0,3.0,3.0,0.42,65.0,1.826,0.36,0.09,0.504,0.0,0.0,0.15,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
402,2024,Pre-Monsoon,Assam,Kamrup,Rani,Rani II,91.6061,26.0651,7.56,219.0,144.0,28.0,2.0,2.0,0.34,95.0,0.889,0.84,0.29,0.512,0.001,0.001,0.607,0.0,0.0,0.0,CGWB Ground Water Quality Data (2024),REAL_MEASURED
403,2024,Pre-Monsoon,Assam,Goalpara,Matia,Dekdhowa,90.6677,26.1442,7.15,41.0,24.0,28.0,16.0,18.0,0.08,55.0,12.922,1.36,7.45,0.443,0.032,0.036,0.179,0.014,0.0,0.017,CGWB Ground Water Quality Data (2024),REAL_MEASURED
404,2024,Pre-Monsoon,Assam,Goalpara,Balijana,Pancharatna,90.5772,26.1983,6.96,179.0,108.0,28.0,1.0,6.0,0.72,75.0,1.065,0.5,0.03,0.184,0.001,0.001,0.094,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
405,2024,Pre-Monsoon,Assam,Goalpara,Kharmuza,Bamirampara,90.4868,26.1477,7.01,188.0,113.0,35.0,3.0,6.0,1.09,95.0,1.457,0.85,0.04,0.208,0.002,0.002,0.095,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
406,2024,Pre-Monsoon,Assam,Goalpara,Lakhipur,Shilapani,90.3113,26.0453,7.34,39.0,23.0,32.0,2.0,4.0,0.0,45.0,0.362,0.03,0.05,0.039,0.002,0.001,0.02,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
407,2024,Pre-Monsoon,Assam,Goalpara,Jaleswar,Hatimura,90.2336,26.016,6.88,37.0,22.0,14.0,2.0,6.0,0.41,15.0,0.365,0.03,0.05,0.039,0.002,0.0,0.011,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
408,2024,Pre-Monsoon,Assam,Kamrup,Bejera,Dora Kahara,91.7121,26.2899,7.21,600.0,390.0,53.0,12.0,17.0,0.81,225.0,0.626,0.19,0.56,0.222,0.001,0.0,0.022,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
409,2024,Pre-Monsoon,Assam,Kamrup,Rangia,Rangia new,91.6236,26.4376,8.42,735.0,478.0,50.0,0.0,14.0,0.38,185.0,0.089,0.47,0.68,0.038,0.012,0.0,0.092,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
410,2024,Pre-Monsoon,Assam,Kamrup,Rangia,Darkuchi,91.6026,26.5413,6.98,148.0,96.0,39.0,1.0,14.0,0.0,30.0,1.384,0.4,0.16,1.049,0.006,0.001,0.091,0.001,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
411,2024,Pre-Monsoon,Assam,Kamrup,Bezera,Madanpur,91.7164,26.3172,6.67,382.0,248.0,35.0,3.0,14.0,0.21,130.0,0.284,0.5,0.73,0.143,0.004,0.001,0.039,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
412,2024,Pre-Monsoon,Assam,Kamrup,Bejera,Dhobartari,91.6903,26.2482,8.41,529.0,344.0,82.0,9.0,14.0,0.13,175.0,,22.74,1.89,3.662,0.003,,0.028,0.001,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
413,2024,Pre-Monsoon,Assam,Kamrup,Sualkuchi,Sualkuchi,91.5708,26.1674,6.54,1260.0,819.0,142.0,43.0,15.0,2.26,470.0,0.364,4.59,11.65,0.068,0.003,0.001,0.021,0.003,0.0,0.0,CGWB Ground Water Quality Data (2024),REAL_MEASURED
414,2024,Pre-Monsoon,Assam,Kamrup,Sualkuchi,Alikash Adarsh,91.6145,26.2258,6.99,1716.0,1115.0,238.0,6.0,51.0,0.87,420.0,0.052,0.24,21.07,0.41,0.006,0.001,0.044,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
415,2024,Pre-Monsoon,Assam,Kamrup,Sualkuchi,Pakor Kona,91.5997,26.2321,8.36,1120.0,728.0,149.0,45.0,26.0,0.0,195.0,0.404,0.15,0.04,0.166,0.005,0.001,0.03,,0.0,0.0,CGWB Ground Water Quality Data (2024),REAL_MEASURED
416,2024,Pre-Monsoon,Assam,Kamrup,Sualkuchi,Hajo,91.5276,26.2515,7.51,153.0,99.0,138.0,2.0,87.0,0.0,474.0,0.244,0.21,0.1,0.02,0.014,0.017,0.503,0.003,0.0,0.0,CGWB Ground Water Quality Data (2024),REAL_MEASURED
417,2024,Pre-Monsoon,Assam,Kamrup,Jalah,Jalah,91.7216,26.2317,7.2,143.0,93.0,35.0,11.0,15.0,1.18,60.0,0.411,1.26,1.7,0.218,0.038,0.032,0.468,0.005,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
418,2024,Pre-Monsoon,Assam,Darrang,Pathorighat,Malibaritari,91.7948,26.4735,6.79,407.0,264.0,152.0,11.0,26.0,0.0,455.0,0.395,0.19,0.01,0.043,0.013,0.002,0.095,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
419,2024,Pre-Monsoon,Assam,Udalguri,Khoirabari,Bhergaon,91.8257,26.6792,7.5,1117.0,726.0,28.0,1.0,9.0,0.61,55.0,0.669,0.37,0.03,0.02,0.029,0.017,0.196,0.002,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
420,2024,Pre-Monsoon,Assam,Udalguri,Borangjuli,Borangjuli,91.8056,26.7394,7.35,148.0,96.0,25.0,5.0,22.0,0.0,60.0,0.419,0.17,0.04,0.004,0.01,0.007,0.113,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
421,2024,Pre-Monsoon,Assam,Udalguri,Garaibari,Kachabil,91.9086,26.75,7.27,121.0,79.0,35.0,7.0,13.0,0.34,45.0,0.449,0.23,0.03,0.005,0.017,0.009,0.142,0.001,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
422,2024,Pre-Monsoon,Assam,Udalguri,Paneri,Paneri,91.9369,26.7305,7.17,125.0,81.0,35.0,4.0,11.0,0.0,50.0,0.461,0.65,0.12,0.4,0.026,0.008,0.232,0.002,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
423,2024,Pre-Monsoon,Assam,Udalguri,Kalaigaon,Kalaigaon,91.9807,26.5675,6.82,460.0,299.0,53.0,5.0,28.0,0.0,120.0,0.522,0.92,0.61,0.156,0.007,0.003,0.797,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
424,2024,Pre-Monsoon,Assam,Darrang,Paschim,Mangaldai Deha Chuburi,92.0198,26.5127,8.37,499.0,324.0,53.0,2.0,35.0,0.64,195.0,0.217,6.01,0.78,0.08,0.008,0.004,0.07,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
425,2024,Pre-Monsoon,Assam,Darrang,Paschim,Mangaldai Mangaldoi,92.017,26.4314,6.84,623.0,405.0,57.0,3.0,25.0,0.71,240.0,1.142,0.23,0.8,0.414,0.001,0.0,0.05,0.003,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
426,2024,Pre-Monsoon,Assam,Darrang,Bhakatpara,Konakat,92.191,26.533,6.88,843.0,548.0,82.0,25.0,15.0,0.0,75.0,0.154,0.07,0.12,0.003,0.002,0.0,0.076,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
427,2024,Pre-Monsoon,Assam,Darrang,Bechimari,No.3 Baruajhar,92.1483,26.6174,7.37,447.0,291.0,71.0,45.0,23.0,0.0,140.0,0.154,0.39,0.16,0.68,0.003,0.0,0.028,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
428,2024,Pre-Monsoon,Assam,Udalguri,Udalguri,No.2 Botabari,92.1092,26.7141,6.55,343.0,223.0,39.0,16.0,11.0,0.0,100.0,0.968,0.68,0.31,1.03,0.009,0.002,0.047,0.001,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
429,2024,Pre-Monsoon,Assam,Udalguri,Udalguri,Purani Goraibari,92.0989,26.7383,6.8,133.0,87.0,53.0,3.0,39.0,0.16,270.0,1.373,1.08,0.08,0.275,0.004,0.002,0.133,0.0,0.0,0.004,CGWB Ground Water Quality Data (2024),REAL_MEASURED
430,2024,Pre-Monsoon,Assam,Udalguri,Udalguri,Goroibari,92.1417,26.7514,6.96,338.0,220.0,78.0,5.0,26.0,0.0,260.0,8.491,0.26,0.02,0.403,0.007,0.001,0.049,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
431,2024,Pre-Monsoon,Assam,Sonitpur,Dhekiajuli,Dhekiajuli,92.4708,26.7031,6.93,135.0,88.0,21.0,2.0,16.0,0.0,65.0,0.232,0.28,2.12,0.236,0.01,0.004,0.057,0.002,0.0,0.0,CGWB Ground Water Quality Data (2024),REAL_MEASURED
432,2024,Pre-Monsoon,Assam,Sonitpur,Barchola,Barchola,92.3802,26.6054,7.16,223.0,145.0,39.0,0.0,25.0,0.5,80.0,0.103,0.55,0.01,0.012,0.001,0.0,0.064,0.001,0.0,0.0,CGWB Ground Water Quality Data (2024),REAL_MEASURED
433,2024,Pre-Monsoon,Assam,Sonitpur,Dhekiajuli,Panbari,92.4681,26.7695,7.12,235.0,153.0,50.0,14.0,12.0,0.57,60.0,0.409,0.34,0.12,0.046,0.006,0.001,0.055,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
434,2024,Pre-Monsoon,Assam,Sonitpur,Dhekiajuli,Batasipur,92.4461,26.8083,7.21,144.0,94.0,82.0,7.0,49.0,0.0,70.0,1.229,0.51,0.07,0.203,0.006,0.001,0.032,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
435,2024,Pre-Monsoon,Assam,Sonitpur,Gabhoru,Bihuguri,92.6624,26.6783,7.27,463.0,301.0,43.0,0.0,5.0,0.0,50.0,0.841,1.49,0.16,0.234,0.003,0.0,0.034,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
436,2024,Pre-Monsoon,Assam,Sonitpur,Gabhoru,Garumari,92.7759,26.7547,7.32,165.0,107.0,32.0,6.0,17.0,0.0,90.0,0.134,0.15,0.03,0.008,0.003,0.0,0.039,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
437,2024,Pre-Monsoon,Assam,Sonitpur,Balipara,Charduar,92.7802,26.8546,7.53,290.0,189.0,25.0,5.0,23.0,0.0,45.0,0.26,0.14,0.97,0.027,0.005,0.001,0.072,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
438,2024,Pre-Monsoon,Assam,Sonitpur,Bihaguri,Nameri,92.8084,26.9261,7.38,275.0,179.0,28.0,6.0,18.0,0.0,75.0,5.165,2.03,0.12,0.567,0.003,0.0,0.037,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
439,2024,Pre-Monsoon,Assam,Sonitpur,Bihaguri,Bhalukpung,92.6655,27.001,7.65,137.0,89.0,21.0,1.0,4.0,0.35,95.0,0.234,0.25,0.06,0.175,0.001,0.0,0.019,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
440,2024,Pre-Monsoon,Assam,Sonitpur,Balipara,Balipara,92.7819,26.8231,7.83,72.0,47.0,14.0,0.0,4.0,0.0,60.0,1.461,0.59,0.08,0.414,0.001,0.0,0.045,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
441,2024,Pre-Monsoon,Assam,Sonitpur,Balipara,18th Mile,92.8344,26.8142,7.57,215.0,140.0,28.0,2.0,20.0,0.0,115.0,0.446,0.37,0.04,0.597,0.001,0.0,0.03,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
442,2024,Pre-Monsoon,Assam,Sonitpur,Naduar,Jamuguri North,92.9375,26.7164,7.59,168.0,109.0,18.0,1.0,17.0,0.04,75.0,6.822,0.89,0.0,0.109,0.001,0.002,0.014,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
443,2024,Pre-Monsoon,Assam,Sonitpur,Tezpur,Tezpur/Porua,92.7976,26.6393,7.64,94.0,61.0,39.0,0.0,16.0,0.0,40.0,2.463,1.46,0.18,0.91,0.001,0.0,0.017,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
444,2024,Pre-Monsoon,Assam,East,Kaarbi-Anglong,Samelangso Dengaon,92.9747,26.2125,7.43,360.0,234.0,35.0,2.0,3.0,0.87,125.0,0.099,0.65,0.05,0.028,0.001,0.001,0.043,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
445,2024,Pre-Monsoon,Assam,East,Kaarbi-Anglong,Samelangso Dokmoka,93.0656,26.2083,8.35,564.0,366.0,57.0,1.0,8.0,0.9,25.0,,,,,,,,,,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
446,2024,Pre-Monsoon,Assam,East,Kaarbi-Anglong,Howraghat Langhing,93.1336,26.2028,8.01,280.0,182.0,39.0,2.0,14.0,0.45,55.0,,0.35,0.04,,0.0,,0.068,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
447,2024,Pre-Monsoon,Assam,East,Kaarbi-Anglong,Howraghat Manikpur,93.1464,26.2497,7.62,349.0,227.0,46.0,3.0,4.0,0.0,55.0,1.155,1.28,1.22,0.589,0.003,0.001,0.074,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
448,2024,Pre-Monsoon,Assam,East,Kaarbi-Anglong,Howraghat Phuloni,93.1367,26.1708,7.59,455.0,296.0,46.0,3.0,26.0,0.0,100.0,2.7,9.35,0.5,0.57,0.001,0.001,0.066,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
449,2024,Pre-Monsoon,Assam,East,Kaarbi-Anglong,Howraghat Swarghati,93.1064,26.2028,8.31,505.0,329.0,32.0,1.0,8.0,0.79,140.0,0.224,0.5,1.2,0.305,0.005,0.0,0.077,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
450,2024,Pre-Monsoon,Assam,Hojai,Lanka,Lanka,92.7361,26.1881,7.34,978.0,636.0,152.0,1.0,8.0,0.0,50.0,0.243,0.21,0.1,0.315,0.001,0.001,0.292,0.001,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
451,2024,Pre-Monsoon,Assam,Hojai,Lanka,Lumding,93.1736,25.7685,6.95,735.0,478.0,121.0,31.0,36.0,0.0,45.0,3.258,0.27,0.04,0.739,0.002,0.002,0.46,0.001,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
452,2024,Pre-Monsoon,Assam,Hojai,Kathiatoli,Tirchang/Beldonga Shiv mandir,92.8117,26.1377,7.06,255.0,165.0,32.0,1.0,3.0,0.89,40.0,0.356,0.07,0.01,0.074,0.001,0.0,0.337,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
453,2024,Pre-Monsoon,Assam,Hojai,Kathiatoli,Zebra Khua,92.8087,26.1389,6.75,137.0,89.0,28.0,0.0,3.0,0.89,45.0,0.522,0.23,0.04,0.149,0.001,0.001,0.363,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
454,2024,Pre-Monsoon,Assam,Kamrup,Dimaria,Khetri II,92.1656,26.1467,6.85,369.0,240.0,50.0,2.0,34.0,0.88,45.0,0.415,0.2,0.03,0.968,0.001,0.001,2.153,0.001,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
455,2024,Pre-Monsoon,Assam,Kamrup,Dimaria,Sonapur,91.9639,26.1178,6.6,413.0,269.0,67.0,8.0,37.0,0.97,100.0,0.115,0.05,0.02,0.025,0.009,0.002,0.467,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
456,2024,Pre-Monsoon,Assam,Kamrup,Dimaria,Topatoli,91.9494,26.1244,7.3,102.0,66.0,32.0,1.0,5.0,0.77,35.0,0.409,0.31,0.08,0.114,0.002,0.002,0.749,,0.0,0.001,CGWB Ground Water Quality Data (2024),REAL_MEASURED
457,2024,Pre-Monsoon,Assam,Kamrup,Dimaria,Topatoli N/Bamfor,92.1433,26.1031,6.81,288.0,187.0,39.0,2.0,24.0,0.86,45.0,0.112,0.24,0.07,0.05,0.003,0.001,0.139,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
458,2024,Pre-Monsoon,Assam,Morigaon,Bhurbandha,Baghara,92.2758,26.2267,7.15,365.0,237.0,60.0,10.0,17.0,1.02,65.0,0.121,1.09,0.28,0.006,0.001,0.0,0.071,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
459,2024,Pre-Monsoon,Assam,Morigaon,Morigaon,Basanaghat,92.3117,26.2581,7.56,351.0,228.0,32.0,4.0,9.0,1.08,155.0,2.443,6.04,0.03,0.297,0.0,0.001,0.594,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
460,2024,Pre-Monsoon,Assam,Morigaon,Dimaria,Deosal,92.2525,26.1264,6.64,206.0,134.0,25.0,1.0,6.0,0.83,60.0,0.337,0.78,0.41,0.634,0.001,0.001,0.129,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
461,2024,Pre-Monsoon,Assam,Morigaon,Morigaon,Kumoi,92.2453,26.1936,7.1,593.0,385.0,57.0,7.0,14.0,1.46,25.0,,0.68,1.83,0.004,0.001,,0.093,,0.0,0.0,CGWB Ground Water Quality Data (2024),REAL_MEASURED
462,2024,Pre-Monsoon,Assam,Morigaon,Mairabari,Mairabari/Moirabari,92.4117,26.4536,7.27,1456.0,946.0,170.0,49.0,51.0,0.68,65.0,0.274,1.73,1.29,0.596,0.0,0.001,0.129,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
463,2024,Pre-Monsoon,Assam,Morigaon,Mayong,Nasatra,92.3444,26.2528,7.64,682.0,443.0,46.0,3.0,37.0,0.84,95.0,0.132,0.04,0.03,0.02,0.001,0.001,0.271,0.0,0.0,0.001,CGWB Ground Water Quality Data (2024),REAL_MEASURED
464,2024,Pre-Monsoon,Assam,Morigaon,Mayong,New Nellie,92.3167,26.0999,7.41,84.0,54.0,32.0,9.0,3.0,0.7,30.0,0.435,3.25,0.2,0.131,0.003,0.001,0.159,0.001,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
465,2024,Pre-Monsoon,Assam,Morigaon,Bhurbandha,Pamibaghara,92.2636,26.2409,6.76,130.0,84.0,28.0,3.0,10.0,1.0,90.0,0.405,3.19,0.19,0.125,0.003,0.001,0.16,0.001,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
466,2024,Pre-Monsoon,Assam,Morigaon,Kapilli,Silsang Namghar,92.3508,26.1217,6.68,232.0,151.0,39.0,3.0,17.0,0.81,30.0,,,,,,,,,,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
467,2024,Pre-Monsoon,Assam,Nagaon,Kapilli,Amsoi,92.4217,26.1361,6.6,104.0,68.0,25.0,11.0,12.0,0.51,10.0,0.664,0.43,0.37,0.012,0.003,0.002,0.367,0.0,0.0,0.001,CGWB Ground Water Quality Data (2024),REAL_MEASURED
468,2024,Pre-Monsoon,Assam,Nagaon,Brahmpur,Bamuni Tinali,92.7925,26.2953,7.09,375.0,243.0,39.0,2.0,18.0,0.88,25.0,0.32,0.5,0.24,0.316,0.002,0.002,0.097,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
469,2024,Pre-Monsoon,Assam,Nagaon,Kathiatoli,Bichamari,92.46,26.4014,6.94,586.0,381.0,39.0,35.0,29.0,0.89,30.0,0.301,0.2,0.6,0.082,0.002,0.001,0.19,0.0,0.0,0.0,CGWB Ground Water Quality Data (2024),REAL_MEASURED
470,2024,Pre-Monsoon,Assam,Nagaon,Batadara,Bordowa,92.5417,26.4056,7.1,479.0,311.0,32.0,19.0,31.0,0.94,30.0,0.207,2.76,0.16,0.309,0.003,0.001,0.237,0.001,0.0,0.0,CGWB Ground Water Quality Data (2024),REAL_MEASURED
471,2024,Pre-Monsoon,Assam,Nagaon,Kaliabor,Dalapani,92.8622,26.5669,7.04,604.0,393.0,39.0,3.0,6.0,0.84,15.0,0.399,1.67,1.14,0.22,0.002,0.001,0.16,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
472,2024,Pre-Monsoon,Assam,Nagaon,Batadara,Dhing,92.4718,26.4657,7.35,518.0,337.0,46.0,5.0,29.0,1.08,25.0,0.243,0.51,0.41,0.178,0.001,0.0,0.045,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
473,2024,Pre-Monsoon,Assam,Nagaon,Jugijan,Haldiati Sub Bt,92.9433,26.1725,6.5,292.0,189.0,67.0,1.0,10.0,0.46,25.0,0.104,0.06,0.03,0.032,0.001,0.001,0.382,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
474,2024,Pre-Monsoon,Assam,Nagaon,Brahmpur,Hatenibatha,92.7614,26.3361,7.04,1166.0,758.0,160.0,4.0,4.0,1.35,50.0,0.922,1.11,0.78,1.454,0.007,0.003,0.491,0.0,0.0,0.0,CGWB Ground Water Quality Data (2024),REAL_MEASURED
475,2024,Pre-Monsoon,Assam,Nagaon,Kathiatoli,Kathiatoli,92.7028,26.1881,7.09,753.0,490.0,103.0,4.0,19.0,0.94,70.0,0.175,0.44,0.57,0.586,0.003,0.001,0.186,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
476,2024,Pre-Monsoon,Assam,Nagaon,Jugijan,Kondoli,92.7708,26.2206,6.74,265.0,172.0,64.0,2.0,27.0,0.7,40.0,0.957,0.3,0.07,0.717,0.002,0.001,0.093,0.005,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
477,2024,Pre-Monsoon,Assam,Nagaon,Kaliabor,Silghat,92.9292,26.6069,6.92,535.0,348.0,53.0,2.0,23.0,0.95,40.0,1.1,0.99,0.25,0.639,0.001,0.0,0.101,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
478,2024,Pre-Monsoon,Assam,Nagaon,Kaliabor,Sulung PO,92.8731,26.5703,7.17,1404.0,913.0,340.0,4.0,36.0,0.85,55.0,1.56,0.87,0.23,0.095,0.004,0.002,0.205,0.001,0.0,0.002,CGWB Ground Water Quality Data (2024),REAL_MEASURED
479,2024,Pre-Monsoon,Assam,West,Kaarbi-Anglong,Howraghat Boithalangsu,92.5858,25.9722,6.8,216.0,141.0,35.0,1.0,9.0,0.46,55.0,0.166,0.05,0.03,0.038,0.002,0.001,0.045,,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
480,2024,Pre-Monsoon,Assam,West,Kaarbi-Anglong,Howraghat Donkamokam,92.71,25.9328,6.53,170.0,110.0,53.0,2.0,4.0,0.56,60.0,0.711,0.2,0.03,0.441,0.005,0.003,0.12,0.0,0.0,,CGWB Ground Water Quality Data (2024),REAL_MEASURED
